text,target,clean_txt,Message_Length,Word_Count,Avg_Word,Unique_Words,Stopwords,#_Count
We made the drive all the way from North Scottsdale... and I was not one bit disappointed!,1,made drive way north scottsdale one bit disappointed,90,17,4.352941176470588,16,9,0
Terrible management.,0,terrible management,20,2,9.5,2,0,0
One of the few places in Phoenix that I would definately go back to again .,1,one places phoenix would definately go back ,75,16,3.75,16,9,0
"Furthermore, you can't even find hours of operation on the website!",0,furthermore cant even find hours operation website,67,11,5.181818181818182,11,5,0
I won't be back.,0,wont back,16,4,3.25,4,3,0
I had to wait over 30 minutes to get my drink and longer to get 2 arepas.,0,wait  minutes get drink longer get  arepas,73,17,3.3529411764705883,14,10,0
Food was great and so was the serivce!,1,food great serivce,38,8,3.875,7,5,0
As always the evening was wonderful and the food delicious!,1,always evening wonderful food delicious,59,10,5.0,9,5,0
I promise they won't disappoint.,1,promise wont disappoint,32,5,5.6,5,3,0
I wouldn't return.,0,wouldnt return,18,3,5.333333333333333,3,2,0
Nice blanket of moz over top but i feel like this was done to cover up the subpar food.,1,nice blanket moz top feel like done cover subpar food,87,19,3.6315789473684212,19,10,0
"Overall, I was very disappointed with the quality of food at Bouchon.",0,overall disappointed quality food bouchon,69,12,4.833333333333333,12,7,0
"The sides are delish - mixed mushrooms, yukon gold puree, white corn - beateous.",1,sides delish  mixed mushrooms yukon gold puree white corn  beateous,80,14,4.785714285714286,13,2,0
Things that went wrong: - They burned the saganaki.,0,things went wrong  burned saganaki,51,9,4.777777777777778,9,3,0
Their monster chicken fried steak and eggs is my all time favorite.,1,monster chicken fried steak eggs time favorite,67,12,4.666666666666667,12,5,0
Just as good as when I had it more than a year ago!,1,good year ago,51,13,3.0,12,10,0
"In summary, this was a largely disappointing dining experience.",0,summary largely disappointing dining experience,63,9,6.111111111111111,9,4,0
There is not a deal good enough that would drag me into that establishment again.,0,deal good enough would drag establishment,81,15,4.466666666666667,14,9,0
"If you want to wait for mediocre food and downright terrible service, then this is the place for you.",0,want wait mediocre food downright terrible service place,101,19,4.368421052631579,18,10,0
There was a warm feeling with the service and I felt like their guest for a special treat.,1,warm feeling service felt like guest special treat,90,18,4.055555555555555,17,11,0
"The burger... I got the ""Gold Standard"" a $17 burger and was kind of disappointed.",0,burger got gold standard  burger kind disappointed,82,15,4.533333333333333,15,7,0
But now I was completely grossed out.,0,completely grossed,37,7,4.428571428571429,7,3,0
They brought a fresh batch of fries and I was thinking yay something warm but no!,0,brought fresh batch fries thinking yay something warm,81,16,4.125,16,7,0
Great place to have a couple drinks and watch any and all sporting events as the walls are covered with TV's.,1,great place couple drinks watch sporting events walls covered tvs,109,21,4.238095238095238,20,11,0
My wife had the Lobster Bisque soup which was lukewarm.,0,wife lobster bisque soup lukewarm,55,10,4.6,10,5,0
"They have horrible attitudes towards customers, and talk down to each one when customers don't enjoy their food.",0,horrible attitudes towards customers talk one customers enjoy food,112,18,5.277777777777778,18,9,0
It was absolutely amazing.,1,absolutely amazing,26,4,5.75,4,2,0
The nachos are a MUST HAVE!,1,nachos must,27,6,3.6666666666666665,6,3,0
"(It wasn't busy either) Also, the building was FREEZING cold.",0,wasnt busy either also building freezing cold,61,10,5.2,10,3,0
There is so much good food in Vegas that I feel cheated for wasting an eating opportunity by going to Rice and Company.,0,much good food vegas feel cheated wasting eating opportunity going rice company,119,23,4.217391304347826,23,11,0
He came running after us when he realized my husband had left his sunglasses on the table.,1,came running us realized husband left sunglasses table,90,17,4.352941176470588,17,9,0
And it was way to expensive.,0,way expensive,28,6,3.8333333333333335,6,4,0
I want to first say our server was great and we had perfect service.,1,want first say server great perfect service,68,14,3.9285714285714284,14,7,0
"OMG, the food was delicioso!",1,omg food delicioso,28,5,4.8,5,2,0
the spaghetti is nothing special whatsoever.,0,spaghetti nothing special whatsoever,44,6,6.5,6,2,0
"The chains, which I'm no fan of, beat this place easily.",0,chains fan beat place easily,56,11,4.181818181818182,11,5,0
This place is great!!!!!!!!!!!!!!,1,place great,33,4,7.5,4,2,0
The food is very good for your typical bar food.,1,food good typical bar food,48,10,3.9,10,5,0
An excellent new restaurant by an experienced Frenchman.,1,excellent new restaurant experienced frenchman,56,8,6.125,8,3,0
The Macarons here are insanely good.,1,macarons insanely good,36,6,5.166666666666667,6,3,0
The plantains were the worst I've ever tasted.,0,plantains worst ive ever tasted,46,8,4.875,8,5,0
If you are reading this please don't go there.,0,reading please go,46,9,4.222222222222222,9,5,0
I think this restaurant suffers from not trying hard enough.,0,think restaurant suffers trying hard enough,60,10,5.1,10,4,0
I seriously cannot believe that the owner has so many unexperienced employees that all are running around like chickens with their heads cut off.,0,seriously cannot believe owner many unexperienced employees running around like chickens heads cut,145,24,5.083333333333333,23,12,0
"They have a plethora of salads and sandwiches, and everything I've tried gets my seal of approval.",1,plethora salads sandwiches everything ive tried gets seal approval,98,17,4.823529411764706,15,9,0
"I always order from the vegetarian menu during dinner, which has a wide array of options to choose from.",1,always order vegetarian menu dinner wide array options choose,104,19,4.526315789473684,19,9,0
Never going back.,0,never going back,17,3,5.0,3,0,0
Wonderful lil tapas and the ambience made me feel all warm and fuzzy inside.,1,wonderful lil tapas ambience made feel warm fuzzy inside,76,14,4.5,13,5,0
"However, my recent experience at this particular location was not so good.",0,however recent experience particular location good,74,12,5.25,12,6,0
Very very fun chef.,1,fun chef,19,4,4.0,4,2,0
This is my new fav Vegas buffet spot.,1,new fav vegas buffet spot,37,8,3.75,8,3,0
The waitress was friendly and happy to accomodate for vegan/veggie options.,1,waitress friendly happy accomodate veganveggie options,75,11,5.909090909090909,11,5,0
I ordered the Lemon raspberry ice cocktail which was also incredible.,1,ordered lemon raspberry ice cocktail also incredible,69,11,5.363636363636363,11,5,0
We started with the tuna sashimi which was brownish in color and obviously wasn't fresh.,0,started tuna sashimi brownish color obviously wasnt fresh,88,15,4.933333333333334,15,8,0
The cocktails are all handmade and delicious.,1,cocktails handmade delicious,45,7,5.571428571428571,7,4,0
We asked for the bill to leave without eating and they didn't bring that either.,0,asked bill leave without eating didnt bring either,80,15,4.4,15,8,0
Nicest Chinese restaurant I've been in a while.,1,nicest chinese restaurant ive,47,8,5.0,8,4,0
I had a pretty satifying experience.,1,pretty satifying experience,36,6,5.166666666666667,6,3,0
Pretty awesome place.,1,pretty awesome place,21,3,6.333333333333333,3,0,0
first time there and might just be the last.,0,first time might last,44,9,4.0,9,5,0
The owners are super friendly and the staff is courteous.,1,owners super friendly staff courteous,57,10,4.8,10,5,0
An extensive menu provides lots of options for breakfast.,1,extensive menu provides lots options breakfast,57,9,5.444444444444445,9,3,0
It'll be a regular stop on my trips to Phoenix!,1,itll regular stop trips phoenix,47,10,3.8,10,5,0
"Seriously flavorful delights, folks.",1,seriously flavorful delights folks,36,4,8.25,4,0,0
"Delicious NYC bagels, good selections of cream cheese, real Lox with capers even.",1,delicious nyc bagels good selections cream cheese real lox capers even,81,13,5.3076923076923075,13,2,0
The fried rice was dry as well.,0,fried rice dry well,31,7,3.5714285714285716,7,3,0
"Very, very sad.",0,sad,15,3,4.333333333333333,3,1,0
The vanilla ice cream was creamy and smooth while the profiterole (choux) pastry was fresh enough.,1,vanilla ice cream creamy smooth profiterole choux pastry fresh enough,98,16,5.1875,15,6,0
Bland and flavorless is a good way of describing the barely tepid meat.,0,bland flavorless good way describing barely tepid meat,71,13,4.538461538461538,13,5,0
The buffet is small and all the food they offered was BLAND.,0,buffet small food offered bland,60,12,4.083333333333333,12,7,0
Waited 2 hours & never got either of our pizzas as many other around us who came in later did!,0,waited  hours  never got either pizzas many around us came later,94,20,3.75,20,6,0
I dressed up to be treated so rudely!,0,dressed treated rudely,37,8,3.75,8,5,0
Server did a great job handling our large rowdy table.,1,server great job handling large rowdy table,54,10,4.5,10,3,0
It kept getting worse and worse so now I'm officially done.,0,kept getting worse worse officially done,59,11,4.454545454545454,10,4,0
"Went in for happy hour, great list of wines.",1,went happy hour great list wines,44,9,4.0,9,3,0
We aren't ones to make a scene at restaurants but I just don't get it...definitely lost the love after this one!,0,arent ones make scene restaurants get itdefinitely lost love one,112,21,4.380952380952381,21,13,0
Disappointing experience.,0,disappointing experience,25,2,12.0,2,0,0
The selection on the menu was great and so were the prices.,1,selection menu great prices,59,12,4.0,11,8,0
Very bad Experience!,0,bad experience,20,3,6.0,3,1,0
"Frozen pucks of disgust, with some of the worst people behind the register.",0,frozen pucks disgust worst people behind register,75,13,4.846153846153846,11,6,0
Great pork sandwich.,1,great pork sandwich,20,3,6.0,3,0,0
Always a pleasure dealing with him.,1,always pleasure dealing,35,6,5.0,6,2,0
"The chicken dishes are OK, the beef is like shoe leather.",0,chicken dishes ok beef like shoe leather,57,11,4.2727272727272725,11,5,0
"Love the margaritas, too!",1,love margaritas,25,4,5.5,4,1,0
And service was super friendly.,1,service super friendly,31,5,5.4,5,2,0
"The chips and salsa were really good, the salsa was very fresh.",1,chips salsa really good salsa fresh,63,12,4.333333333333333,11,6,0
Only Pros : Large seating area/ Nice bar area/ Great simple drink menu/ The BEST brick oven pizza with homemade dough!,1,pros  large seating area nice bar area great simple drink menu best brick oven pizza homemade dough,118,21,4.666666666666667,20,3,0
"Great Subway, in fact it's so good when you come here every other Subway will not meet your expectations.",1,great subway fact good come every subway meet expectations,105,19,4.578947368421052,19,9,0
I never come again.,0,never come,19,4,4.0,4,1,0
"That just SCREAMS ""LEGIT"" in my book...somethat's also pretty rare here in Vegas.",1,screams legit booksomethats also pretty rare vegas,81,13,5.3076923076923075,12,7,0
"The meat was pretty dry, I had the sliced brisket and pulled pork.",0,meat pretty dry sliced brisket pulled pork,66,13,4.153846153846154,13,6,0
The food wasn't good.,0,food wasnt good,21,4,4.5,4,2,0
nan,1,nan,3,1,3.0,1,0,0
Four stars for the food & the guy in the blue shirt for his great vibe & still letting us in to eat !,1,four stars food  guy blue shirt great vibe  still letting us eat ,101,24,3.25,19,9,0
The inside is really quite nice and very clean.,1,inside really quite nice clean,47,9,4.333333333333333,9,4,0
"The chipolte ranch dipping sause was tasteless, seemed thin and watered down with no heat.",0,chipolte ranch dipping sause tasteless seemed thin watered heat,90,15,5.066666666666666,15,6,0
I was shocked because no signs indicate cash only.,0,shocked signs indicate cash,50,9,4.666666666666667,9,4,0
We walked away stuffed and happy about our first Vegas buffet experience.,1,walked away stuffed happy first vegas buffet experience,73,12,5.166666666666667,12,4,0
Soggy and not good.,0,soggy good,19,4,4.0,4,2,0
"I guess I should have known that this place would suck, because it is inside of the Excalibur, but I didn't use my common sense.",0,guess known place would suck inside excalibur didnt use common sense,128,25,4.16,24,16,0
"The owner used to work at Nobu, so this place is really similar for half the price.",1,owner used work nobu place really similar half price,83,17,3.9411764705882355,17,8,0
What happened next was pretty....off putting.,0,happened next prettyoff putting,45,6,6.666666666666667,6,2,0
"Food was good, service was good, Prices were good.",1,food good service good prices good,50,9,4.666666666666667,7,3,0
It was awesome.,1,awesome,15,3,4.333333333333333,3,2,0
"What SHOULD have been a hilarious, yummy Christmas Eve dinner to remember was the biggest fail of the entire trip for us.",0,hilarious yummy christmas eve dinner remember biggest fail entire trip us,121,22,4.545454545454546,21,11,0
I'll definitely be in soon again.,1,ill definitely soon,33,6,4.666666666666667,6,3,0
After all the rave reviews I couldn't wait to eat here......what a disappointment!,0,rave reviews couldnt wait eat herewhat disappointment,82,13,5.384615384615385,13,7,0
Best breakfast buffet!!!,1,best breakfast buffet,24,3,7.333333333333333,3,0,0
Everything was good and tasty!,1,everything good tasty,30,5,5.2,5,2,0
"This place is not quality sushi, it is not a quality restaurant.",0,place quality sushi quality restaurant,64,12,4.416666666666667,9,7,0
They were golden-crispy and delicious.,1,goldencrispy delicious,38,5,6.8,5,3,0
Won't ever go here again.,0,wont ever go,25,5,4.2,5,3,0
I won't try going back there even if it's empty.,0,wont try going back even empty,48,10,3.9,10,5,0
"Also, the fries are without a doubt the worst fries I've ever had.",0,also fries without doubt worst fries ive ever,66,13,4.153846153846154,11,6,0
It is PERFECT for a sit-down family meal or get together with a few friends.,1,perfect sitdown family meal get together friends,76,15,4.133333333333334,14,9,0
Everything was fresh and delicious!,1,everything fresh delicious,35,5,6.2,5,2,0
dont go here.,0,go,13,3,3.6666666666666665,3,0,0
Mediocre food.,0,mediocre food,14,2,6.5,2,0,0
The vegetables are so fresh and the sauce feels like authentic Thai.,1,vegetables fresh sauce feels like authentic thai,68,12,4.75,12,6,0
"This place is pretty good, nice little vibe in the restaurant.",1,place pretty good nice little vibe restaurant,62,11,4.7272727272727275,11,4,0
"Not much flavor to them, and very poorly constructed.",0,much flavor poorly constructed,53,9,5.0,9,4,0
The service was outshining & I definitely recommend the Halibut.,1,service outshining  definitely recommend halibut,64,10,5.5,10,4,0
TOTAL WASTE OF TIME.,0,total waste time,20,4,4.25,4,1,0
"When I'm on this side of town, this will definitely be a spot I'll hit up again!",1,side town definitely spot ill hit,80,17,3.764705882352941,16,10,0
"I tried the Cape Cod ravoli, chicken,with cranberry...mmmm!",1,tried cape cod ravoli chickenwith cranberrymmmm,59,8,6.5,8,2,0
I was so insulted.,0,insulted,18,4,3.75,4,3,0
The sweet potato fries were very good and seasoned well.,1,sweet potato fries good seasoned well,56,10,4.7,10,4,0
"Your servers suck, wait, correction, our server Heimer sucked.",0,servers suck wait correction server heimer sucked,62,9,6.0,9,2,0
"I probably won't be back, to be honest.",0,probably wont back honest,39,8,4.0,7,5,0
"Good food , good service .",1,good food  good service ,26,6,3.5,6,0,0
"The service was great, even the manager came and helped with our table.",1,service great even manager came helped table,71,13,4.538461538461538,13,6,0
"I had heard good things about this place, but it exceeding every hope I could have dreamed of.",1,heard good things place exceeding every hope could dreamed,94,18,4.277777777777778,18,9,0
Just spicy enough.. Perfect actually.,1,spicy enough perfect actually,37,5,6.6,5,1,0
Our server was super nice and checked on us many times.,1,server super nice checked us many times,55,11,4.090909090909091,11,4,0
Service was fine and the waitress was friendly.,1,service fine waitress friendly,47,8,5.0,7,4,0
Definitely a turn off for me & i doubt I'll be back unless someone else is buying.,0,definitely turn  doubt ill back unless someone else buying,82,17,3.8823529411764706,17,9,0
The selection was probably the worst I've seen in Vegas.....there was none.,0,selection probably worst ive seen vegasthere none,75,12,5.333333333333333,11,6,0
The portion was huge!,1,portion huge,21,4,4.5,4,2,0
"To summarize... the food was incredible, nay, transcendant... but nothing brings me joy quite like the memory of the pneumatic condiment dispenser.",1,summarize food incredible nay transcendant nothing brings joy quite like memory pneumatic condiment dispenser,147,22,5.7272727272727275,20,9,0
"Everyone is very attentive, providing excellent customer service.",1,everyone attentive providing excellent customer service,65,8,7.25,8,2,0
"Sadly, Gordon Ramsey's Steak is a place we shall sharply avoid during our next trip to Vegas.",0,sadly gordon ramseys steak place shall sharply avoid next trip vegas,93,17,4.529411764705882,17,7,0
This was my first time and I can't wait until the next.,1,first time cant wait next,55,12,3.6666666666666665,12,8,0
They dropped more than the ball.,0,dropped ball,32,6,4.5,6,4,0
From what my dinner companions told me...everything was very fresh with nice texture and taste.,1,dinner companions told meeverything fresh nice texture taste,95,15,5.4,15,7,0
Cant say enough good things about this place.,1,cant say enough good things place,45,8,4.75,8,2,0
The shrimp tender and moist.,1,shrimp tender moist,28,5,4.8,5,2,0
I will be back many times soon.,1,back many times soon,31,7,3.5714285714285716,7,2,0
Fantastic service here.,1,fantastic service,23,3,7.0,3,0,0
"It took over 30 min to get their milkshake, which was nothing more than chocolate milk.",0,took  min get milkshake nothing chocolate milk,87,16,4.5,16,9,0
The fries were great too.,1,fries great,25,5,4.2,5,2,0
"The service was terrible, food was mediocre.",0,service terrible food mediocre,44,7,5.428571428571429,6,3,0
"I could barely stomach the meal, but didn't complain because it was a business lunch.",0,could barely stomach meal didnt complain business lunch,85,15,4.733333333333333,15,9,0
The pancake was also really good and pretty large at that.,1,pancake also really good pretty large,58,11,4.363636363636363,11,5,0
"Overall, I like there food and the service.",1,overall like food service,43,8,4.5,8,5,0
The problem I have is that they charge $11.99 for a sandwich that is no bigger than a Subway sub (which offers better and more amount of vegetables).,0,problem charge  sandwich bigger subway sub offers better amount vegetables,149,28,4.357142857142857,25,16,0
this was a different cut than the piece the other day but still wonderful and tender s well as well flavored.,1,different cut piece day still wonderful tender well well flavored,109,21,4.238095238095238,19,10,0
"The guys all had steaks, and our steak loving son who has had steak at the best and worst places said it was the best steak he's ever eaten.",1,guys steaks steak loving son steak best worst places said best steak hes ever eaten,140,29,3.8620689655172415,23,16,0
He deserves 5 stars.,1,deserves  stars,20,4,4.25,4,1,0
The only downside is the service.,0,downside service,33,6,4.666666666666667,6,4,0
"Be sure to order dessert, even if you need to pack it to-go - the tiramisu and cannoli are both to die for.",1,sure order dessert even need pack togo  tiramisu cannoli die,107,23,3.6956521739130435,21,11,0
Appetite instantly gone.,0,appetite instantly gone,24,3,7.333333333333333,3,0,0
"Host staff were, for lack of a better word, BITCHES!",0,host staff lack better word bitches,52,10,4.3,10,3,0
"Plus, it's only 8 bucks.",1,plus  bucks,24,5,4.0,5,2,0
